,TWSE Index,LMCADY Comdty,XAU Curncy,S5COND Index,S5CONS Index,S5UTIL Index,MMFA Index,JPY Curncy,GVLQUSD Index,GVLQJPY Index,.TED G Index,US0003M Index,USGG3M Index,BICLUSSP Index,BICLOISS Index,NYRPVOA Index,LUACOAS Index,LF98OAS Index,EMUSOAS Index,GSUSFCI Index,CIFCEMAS Index,CIFCTW Index,TINFMTDN Index,TWD Curncy,BISNTWN Index,USYC2Y10 Index,USYC5Y30 Index,BLQCOAS Index,LUACOAS Index,LECPOAS Index,LG30OAS Index,LF98OAS Index,LP01OAS Index,BEHSOAS Index,BEHPOAS Index,CONssent Index,NAPMPMI Index,GRZEEUCU Index,EUR3EU27 Index,MXEM Index,JCOMACF Index,JNMTOY Index,JWEXBUS Index,MXJP Index,CHEFTYOY Index,CNPPIY Index,CPMINORD Index,CPMIPROD Index,CPMIIFGS Index,MXCN Index,MXEU Index,TW1 Index,FTA Index,KSFIYTDN Index,JASXYTDN Index,THIVYTDN Index,CNFVBYTD Index,FIINYTDN Index,TINFYTDN Index,KOSBYTDD Index,IDGBFYTD Index,TBTVYTDD Index,CNFVBYTD Index,FIINDYTD Index
2017/4/25,9841.71,5677.5,1264.13,712.3255,572.03,263.55,2626.69,111.09,1.241,1.113,35.7617,1.17039,0.8128,27.98,17.96,0.059,1.17,3.75,2.6,99.64,-0.5871,-0.4043,584.74,30.141,117.84,105.769,113.137,1.25,1.17,1.13,3.798,3.75,3.35,2.587,2.5774,96.9,56.4,7.4,2.5,125.4171,43.7,22.8,48.5,909.19,7.6,10,53.3,54.2,47.3,68.52,130.62,102486,#N/A N/A,5440.94,1467.24,178.78,,6540.88,5809.71,14760.1,5226.53,3001.66,-2729.26,7434.52
2017/4/26,9856.45,5689,1269.22,715.8867,567.39,262.53,2642.11,111.06,1.284,1.303,36.4115,1.17178,0.8077,28.98,17.89,0.059,1.17,3.72,2.61,99.66,-0.5871,-0.4043,971.08,30.12,118.18,102.784,113.269,1.25,1.17,1.13,3.7844,3.72,3.34,2.6083,2.568,96.9,56.4,7.4,2.5,125.5084,43.7,22.8,48.5,920.33,7.6,10,53.3,54.2,47.3,68.48,131.21,44912,#N/A N/A,5729.31,1610.01,147.63,,6530.83,6196.05,14890.6,5272.38,3091.7,-2729.26,7405.68
2017/4/27,9860.62,5668.75,1264.3,719.8105,566.56,263.33,2642.11,111.26,1.251,1.173,37.2092,1.16956,0.7975,31.98,18.12,0.059,1.17,3.75,2.61,99.65,-0.5871,-0.4043,1066.6,30.163,118.01,103.269,113.932,1.24,1.17,1.12,3.7865,3.75,3.3,2.6218,2.5401,96.9,56.4,7.4,2.5,124.9908,43.7,22.8,48.5,918.98,7.6,10,53.3,54.2,47.3,68.47,130.84,44912,#N/A N/A,5734.34,1644.67,130.03,,6527.27,6291.57,14665.3,5881.22,3039.86,-2729.26,7545.2
2017/4/28,9872,5710.5,1268.28,716.7304,566.54,262.16,2642.11,111.49,1.377,1.206,38.0003,1.17233,0.7923,31.51,17.61,0.059,1.16,3.71,2.6,99.64,-0.6488,-0.4824,1158.25,30.21,117.76,101.435,113.411,1.24,1.16,1.11,3.7593,3.71,3.28,2.604,2.5389,96.9,56.4,7.4,2.5,124.8883,43.7,22.8,48.5,915.09,7.6,10,53.3,54.2,47.3,68.2,130.59,223479,#N/A N/A,5717.47,1676.04,236.76,,6353.87,6383.22,15077.3,6068.07,2922.93,-2729.26,7501.2
2017/5/1,9872,5710.5,1256.58,717.2347,563.65,260.45,2642.11,111.84,1.258,1.224,36.9843,1.17233,0.8025,25.94,17.43,0.059,1.16,3.69,2.59,99.66,-0.6488,-0.4824,1158.25,30.21,117.76,104.011,116.015,1.23,1.16,1.12,3.7442,3.69,3.27,2.5812,2.5438,97,55.5,11.5,3.2,124.8884,41.9,34.7,50.2,920.06,6.4,9,52.3,53.8,48.2,68.35,130.43,224729,#N/A N/A,5717.47,1676.04,236.76,,6180.47,6383.22,15077.3,6068.07,2922.93,90.98,7457.2
2017/5/2,9941.27,5770.5,1256.76,718.5463,560.55,261.11,2642.11,111.99,1.379,1.257,33.0403,1.17372,0.8433,26.41,17.48,0.059,1.16,3.69,2.59,99.63,-0.6488,-0.4824,359.27,30.05,118.58,101.832,116.459,1.23,1.16,1.11,3.7444,3.69,3.24,2.5853,2.5514,97,55.5,11.5,3.2,125.6714,41.9,34.7,50.2,926.47,6.4,9,52.3,53.8,48.2,68.52,131.36,232372,#N/A N/A,5834.66,1739.8,230.73,,6301.97,6742.49,15106,6068.07,3043.64,90.98,7588.45
2017/5/3,9955.33,5566.75,1238.17,714.3135,561.29,259.83,2643.74,112.75,1.334,1.257,30.7559,1.17122,0.8637,23.38,16.33,0.059,1.16,3.66,2.57,99.64,-0.6488,-0.4824,577.48,30.057,118.53,101.832,111.618,1.23,1.16,1.1,3.7147,3.66,3.21,2.5625,2.5256,97,55.5,11.5,3.2,125.7707,41.9,34.7,50.2,926.47,6.4,9,52.3,53.8,48.2,68.4,131.36,235270,#N/A N/A,5834.66,1764.17,221.73,,6287.4,6960.7,15106,6108.62,3192.72,90.98,7612.3
2017/5/4,9967.64,5518,1228.16,713.5308,565.65,260.9,2643.74,112.46,1.348,1.257,30.5457,1.17928,0.8738,22.36,15.28,0.059,1.15,3.69,2.57,99.67,-0.6488,-0.4824,742.25,30.131,118.42,104.415,111.01,1.22,1.15,1.08,3.7203,3.69,3.13,2.5617,2.5064,97,55.5,11.5,3.2,127.3096,41.9,34.7,50.2,926.47,6.4,9,52.3,53.8,48.2,67.85,132.25,236158,#N/A N/A,6237.76,1740.67,207.62,,6265.57,7125.47,15173.3,6119.86,3167.25,90.98,7728.62
2017/5/5,9899.94,5563,1228.01,717.4967,567.04,262.36,2643.74,112.71,1.341,1.257,29.6448,1.18039,0.8839,22.35,15.54,0.059,1.15,3.71,2.59,99.63,-0.691,-0.5183,665.2,30.176,117.9,103.456,109.994,1.22,1.15,1.07,3.7381,3.71,3.12,2.5804,2.5162,97,55.5,11.5,3.2,128.3915,41.9,34.7,50.2,926.47,6.4,9,52.3,53.8,48.2,67.37,133.15,234340,#N/A N/A,6237.76,1792.56,146.42,,6226.97,7048.41,15173.3,6089.09,3178.12,90.98,8024.61
2017/5/8,9937.25,5461.75,1226.23,719.2928,566.86,262.2,2643.74,113.26,1.281,1.251,29.5549,1.18456,0.889,20.81,14.39,0.059,1.15,3.68,2.56,99.66,-0.691,-0.5183,864.93,30.16,118.17,105.242,110.926,1.22,1.15,1.06,3.7025,3.68,3.07,2.5631,2.487,97,55.5,11.5,3.2,127.9044,41.9,34.7,50.2,947.21,6.4,9,52.3,53.8,48.2,67.86,132.99,234808,#N/A N/A,6773.86,1915.97,163.54,,6136.44,7248.15,15254.9,6054.57,3327.6,90.98,8186.57
2017/5/9,9915.48,5486.25,1221.23,722.7601,564.62,259.91,2643.74,113.98,1.264,1.304,28.7767,1.182,0.8942,21.3,14.55,0.059,1.14,3.64,2.55,99.69,-0.691,-0.5183,1046.12,30.248,118.4,105.316,110.246,1.2,1.14,1.04,3.6762,3.64,3.04,2.5532,2.4729,97,55.5,11.5,3.2,128.163,41.9,34.7,50.2,944.16,6.4,9,52.3,53.8,48.2,68.96,133.59,235469,#N/A N/A,6773.86,1966.78,174.64,,6348.03,7429.34,15254.9,5919.9,3401.72,90.98,8204.59
2017/5/10,9968.32,5475.25,1219.1,720.7579,564.89,260.33,2649.9,114.28,1.313,1.368,29.1821,1.18094,0.8891,22.58,13.55,0.059,1.13,3.63,2.54,99.67,-0.691,-0.5183,1239.16,30.26,118.54,105.531,110.119,1.19,1.13,1.04,3.6617,3.63,3.03,2.5407,2.4643,97,55.5,11.5,3.2,128.12,41.9,34.7,50.2,946.08,6.4,9,52.3,53.8,48.2,69.39,133.83,236810,#N/A N/A,6914.43,2023.27,174.64,,6386.22,7622.38,15387.5,5919.15,3401.72,90.98,8178.61
2017/5/11,10001.48,5521.25,1225.04,716.4589,565.39,260.35,2649.9,113.86,1.251,1.354,30.7957,1.18178,0.8738,24.85,13.92,0.059,1.12,3.63,2.53,99.66,-0.691,-0.5183,1348.53,30.205,118.75,104.862,110.911,1.19,1.12,1.04,3.6596,3.63,3.01,2.5354,2.4657,97,55.5,11.5,3.2,127.3486,41.9,34.7,50.2,947.05,6.4,9,52.3,53.8,48.2,69.64,133.16,236116,#N/A N/A,7064.95,2023.27,244.81,,6570.71,7731.75,15945.7,5919.15,3424.95,90.98,8327.33
2017/5/12,9986.82,5538.75,1228.43,715.1556,564.06,261.68,2649.9,113.38,1.364,1.355,31.089,1.17956,0.8687,23.88,15.28,0.059,1.12,3.69,2.56,99.63,-0.6878,-0.6053,1415.25,30.185,118.59,103.123,114.047,1.19,1.12,1.05,3.7007,3.69,3.05,2.5659,2.4925,97,55.5,11.5,3.2,127.804,41.9,34.7,50.2,943.5,6.4,9,52.3,53.8,48.2,69.87,133.58,235042,#N/A N/A,6762.49,2112.03,264.43,,6713.17,7798.47,15942,5919.15,3384.46,90.98,8614.17
2017/5/15,10036.82,5593.25,1230.82,715.0596,566.26,262.63,2649.9,113.79,1.24,1.277,30.57,1.17944,0.8737,22.34,14.08,0.059,1.11,3.64,2.54,99.59,-0.6878,-0.6053,1421.41,30.142,118.53,104.062,114.303,1.17,1.11,1.05,3.6644,3.64,3.04,2.5402,2.4844,97,55.5,11.5,3.2,128.0538,41.9,34.7,50.2,943.03,6.4,9,52.3,53.8,48.2,70.34,133.7,234389,#N/A N/A,6700.69,2056.35,249.7,,6773.17,7804.63,16110.7,5785.94,3354.22,90.98,8998.4
2017/5/16,10031.49,5594.75,1237.24,712.7254,565.22,260.53,2649.9,113.12,1.236,1.348,28.1844,1.18117,0.8993,20.81,14.7,0.059,1.11,3.63,2.54,99.56,-0.6878,-0.6053,1433.01,30.112,118.25,102.295,114.201,1.17,1.11,1.05,3.6589,3.63,3.04,2.5382,2.483,97,55.5,11.5,3.2,128.0806,41.9,34.7,50.2,945.23,6.4,9,52.3,53.8,48.2,70.84,133.71,231503,#N/A N/A,6888.71,2089.32,247.04,,6936.13,7816.23,16460.6,5935.61,3433.44,90.98,9153.49
2017/5/17,10013.67,5592.5,1261.36,701.2734,564.25,261.17,2644.77,110.83,1.213,1.418,28.9271,1.17839,0.8891,20.32,15.39,0.059,1.12,3.75,2.61,99.61,-0.6878,-0.6053,1464.4,30.131,117.55,97.435,116.018,1.18,1.12,1.06,3.7601,3.75,3.08,2.627,2.5362,97,55.5,11.5,3.2,126.0886,41.9,34.7,50.2,939.96,6.4,9,52.3,53.8,48.2,70.3,132.16,229167,#N/A N/A,6946.57,2074.13,283.59,,7117.78,7847.62,16634.1,6164.78,3621.03,90.98,9473.98
2017/5/18,9969.45,5562,1247.07,705.4475,564.62,262.18,2644.77,111.49,1.156,1.266,26.2254,1.17172,0.9095,19.31,13.52,0.059,1.13,3.76,2.68,99.62,-0.6878,-0.6053,1324.47,30.214,116.34,95.714,112.657,1.2,1.13,1.09,3.8331,3.76,3.19,2.6826,2.6405,97,55.5,11.5,3.2,125.3395,41.9,34.7,50.2,927.14,6.4,9,52.3,53.8,48.2,70.01,131.42,225165,#N/A N/A,6985.8,2103.49,224.14,,7173.69,7707.69,16700.9,6317.65,3613.65,90.98,9560.9
2017/5/19,9947.62,5665.25,1255.93,709.5657,567.65,263.02,2644.77,111.26,1.291,1.236,28.2134,1.18644,0.9043,19.31,12.49,0.059,1.13,3.67,2.65,99.54,-0.6135,-0.5344,1268.25,30.201,117.59,96.013,111.458,1.2,1.13,1.08,3.7352,3.67,2.98,2.6459,2.6044,97,55.5,11.5,3.2,126.3394,41.9,34.7,50.2,930.12,6.4,9,52.3,53.8,48.2,70.68,132.16,224131,#N/A N/A,7074.51,2095.9,200.42,,7661.86,7651.47,16769.1,6293.64,3567.28,90.98,9665.36
2017/5/22,9997.26,5689,1260.63,713.4445,571.16,265.39,2644.77,111.3,1.215,1.313,29.7898,1.192,0.8941,21.56,12.78,0.059,1.12,3.64,2.64,99.52,-0.6135,-0.5344,1300.91,30.041,117.32,96.697,111.345,1.19,1.12,1.07,3.7256,3.64,3.07,2.6291,2.5974,97,55.5,11.5,3.2,126.0468,41.9,34.7,50.2,934.72,6.4,9,52.3,53.8,48.2,71.66,132.03,211121,#N/A N/A,7341.25,2146.82,205.8,,7800.47,7684.13,16854.5,6145.89,3527.38,90.98,9772.7
2017/5/23,10007.84,5695,1251.22,710.5591,571.57,266.01,2644.77,111.78,1.214,1.199,28.4252,1.18867,0.9044,20.56,12.07,0.059,1.12,3.6,2.62,99.54,-0.6135,-0.5344,1400.47,30.146,116.93,97.261,111.489,1.19,1.12,1.07,3.6957,3.6,3.05,2.5974,2.6043,97,55.5,11.5,3.2,126.6326,41.9,34.7,50.2,932.62,6.4,9,52.3,53.8,48.2,71.44,132.32,144137,#N/A N/A,7314.62,2164.07,255.69,,7743.95,7783.69,16878.5,6000.88,3561,90.98,10027.3
2017/5/24,10044.42,5662.5,1258.73,713.0704,574.33,267.81,2648.5,111.49,1.26,1.321,27.7937,1.19761,0.9197,21.56,11.39,0.062,1.13,3.61,2.61,99.5,-0.6135,-0.5344,1455.44,30.168,117.13,96.443,113.767,1.19,1.13,1.08,3.6877,3.61,3.03,2.5893,2.6,97,55.5,11.5,3.2,126.5376,41.9,34.7,50.2,938.52,6.4,9,52.3,53.8,48.2,71.42,132.43,71051,#N/A N/A,7410.9,2164.96,258.81,,7799.26,7838.65,17325,6359.93,3564.78,90.98,10029.4
2017/5/25,10108.49,5706,1255.67,719.6978,578.37,269.69,2648.5,111.84,1.209,1.396,28.074,1.20039,0.9197,21.56,11.56,0.062,1.13,3.6,2.61,99.48,-0.6135,-0.5344,1661.64,30.077,117.26,95.772,112.465,1.2,1.13,1.08,3.6842,3.6,3.03,2.599,2.5965,97,55.5,11.5,3.2,126.4995,41.9,34.7,50.2,940.78,6.4,9,52.3,53.8,48.2,72.29,132.33,30649,#N/A N/A,7494.66,2164.96,267.94,,7921.6,8044.86,17390.1,6359.93,3702.25,90.98,9997.35
2017/5/26,10101.95,5638,1266.76,721.9126,580.26,269.54,2648.5,111.33,1.352,1.21,27.7131,1.20178,0.9246,19.28,12.14,0.062,1.13,3.61,2.61,99.48,-0.608,-0.5625,1711.42,30.105,117.12,94.885,112.1,1.2,1.13,1.08,3.6861,3.61,3.02,2.6021,2.5932,97,55.5,11.5,3.2,126.3687,41.9,34.7,50.2,935.85,6.4,9,52.3,53.8,48.2,72.31,132.04,30649,#N/A N/A,7635.69,2162.33,245.87,,7872.66,8094.63,17510.3,6359.93,3983.41,90.98,10295.8
2017/5/29,10101.95,5638,1268.1,721.9126,580.26,269.54,2648.5,111.27,1.25,1.177,27.7131,1.20178,0.9246,20.55,11.93,0.062,1.13,3.61,2.61,99.48,-0.608,-0.5625,1711.42,30.105,116.93,94.885,112.1,1.2,1.13,1.08,3.6861,3.61,3.02,2.6021,2.5932,97,55.5,11.5,3.2,126.1926,41.9,34.7,50.2,936.3,6.4,9,52.3,53.8,48.2,72.45,132.04,214762,#N/A N/A,7648.26,1675.5,258.37,,7747.56,8094.63,17510.3,6465.84,4092.76,90.98,10341.1
2017/5/30,10101.95,5633.25,1263.09,721.9805,580.17,270.43,2648.5,110.85,1.232,1.22,27.2063,1.20178,0.9297,21.25,10.09,0.062,1.13,3.63,2.62,99.48,-0.608,-0.5625,1711.42,30.105,116.98,92.407,112.066,1.2,1.13,1.08,3.7031,3.63,3.04,2.6174,2.5926,97,55.5,11.5,3.2,125.8133,41.9,34.7,50.2,937.28,6.4,9,52.3,53.8,48.2,72.35,131.76,214906,#N/A N/A,7673.47,1664.34,399.91,,7720.98,8094.63,17972.7,6689.62,4025.34,90.98,10521.4
2017/5/31,10040.72,5657.75,1268.92,723.7558,581.55,271.69,2653.51,110.78,1.241,1.235,23.9393,1.21,0.9706,18.94,9.73,0.062,1.13,3.63,2.63,99.46,-0.608,-0.5625,1564.67,30.092,116.94,91.701,110.934,1.2,1.13,1.09,3.698,3.63,3,2.6393,2.5732,97.1,56.4,18.3,3,125.6134,42.8,24.5,52.2,934.61,5.5,8,52.3,53.4,46.6,71.8,131.62,224107,#N/A N/A,7352.13,1628.52,398.11,,7896.33,7947.89,18065.6,6703.9,4024.89,938.46,10639.2
2017/6/1,10087.42,5675,1265.96,730.0002,585.77,273.64,2653.51,111.37,1.152,1.304,24.7479,1.21806,0.9706,18.94,9.59,0.062,1.13,3.6,2.62,99.43,-0.608,-0.5625,89.49,30.104,117.04,91.768,109.948,1.2,1.13,1.09,3.6734,3.6,2.98,2.6388,2.5626,97.1,56.4,18.3,3,126.2598,42.8,24.5,52.2,944.73,5.5,8,52.3,53.4,46.6,72.37,132.15,224107,#N/A N/A,7345.04,1628.52,353.93,,7826.4,8037.37,18159,6703.9,3972.26,938.46,10819.1
2017/6/2,10152.53,5640,1279.17,732.9617,587.79,274.03,2653.51,110.4,1.345,1.242,25.1996,1.2225,0.9705,18.69,10.26,0.062,1.14,3.62,2.63,99.37,-0.5414,-0.5422,239.74,30.104,117.15,86.717,108.959,1.21,1.14,1.09,3.6796,3.62,2.96,2.6507,2.5848,97.1,56.4,18.3,3,127.0073,42.8,24.5,52.2,961.29,5.5,8,52.3,53.4,46.6,72.48,132.46,220974,#N/A N/A,7714.83,1626.45,390.15,,7844,8187.62,18272.3,6703.9,3928.14,938.46,11222.8
2017/6/5,10226.84,5597.75,1279.8,730.5235,588.35,272.72,2653.51,110.45,1.167,1.241,24.9082,1.21956,0.9705,19.68,10.19,0.062,1.13,3.6,2.61,99.38,-0.5414,-0.5422,381.18,30.077,116.91,87.565,109.394,1.2,1.13,1.08,3.6548,3.6,2.92,2.6256,2.5634,97.1,56.4,18.3,3,126.5393,42.8,24.5,52.2,959.16,5.5,8,52.3,53.4,46.6,72.61,132.32,225511,#N/A N/A,8006.44,1613.59,404.55,,7826.64,8329.07,18384.2,6782.95,3833.02,938.46,11279.5
2017/6/6,10206.18,5586,1294.39,724.4439,586.78,272.24,2653.51,109.41,1.297,1.233,24.8367,1.219,0.9706,19.68,9.57,0.062,1.13,3.62,2.62,99.36,-0.5414,-0.5422,411.26,30.088,116.36,84.706,109.604,1.2,1.13,1.09,3.6816,3.62,2.96,2.6391,2.5736,97.1,56.4,18.3,3,125.7795,42.8,24.5,52.2,951.3,5.5,8,52.3,53.4,46.6,72.73,131.46,221222,#N/A N/A,8006.44,1562.54,405.08,,7339.69,8359.15,18384.2,6970.1,3905.44,938.46,11401.9
2017/6/7,10209.99,5591.75,1287.15,725.9269,586.34,273.08,2658.98,109.82,1.293,1.247,23.511,1.221,0.9859,19.18,8.31,0.062,1.13,3.64,2.6,99.37,-0.5414,-0.5422,481.59,30.09,116.5,85.867,109.646,1.2,1.13,1.09,3.6897,3.64,2.98,2.623,2.534,97.1,56.4,18.3,3,125.7811,42.8,24.5,52.2,951.21,5.5,8,52.3,53.4,46.6,73.08,131.36,217192,#N/A N/A,8151.05,1548.41,379.94,,7353.55,8429.48,18396.8,6980.61,3897.89,938.46,11824.5
2017/6/8,10225.78,5703.75,1278.01,721.2175,581.73,270.68,2658.98,110.02,1.167,1.298,23.7153,1.22811,0.991,20.18,8.25,0.062,1.13,3.67,2.59,99.38,-0.5414,-0.5422,594.71,30.101,116.74,86.616,110.108,1.2,1.13,1.09,3.6931,3.67,2.94,2.6318,2.4835,97.1,56.4,18.3,3,126.0788,42.8,24.5,52.2,946.8,5.5,8,52.3,53.4,46.6,74.26,131.34,218520,#N/A N/A,8459.48,1545,386.28,,7675.61,8542.59,18705.9,7097.2,3625.94,938.46,12343
2017/6/9,10199.65,5779.5,1266.76,718.106,581.46,270.66,2658.98,110.32,1.325,1.289,24.047,1.23644,0.996,18.15,8.69,0.062,1.13,3.65,2.61,99.39,-0.607,-0.5783,490.51,30.102,117.01,86.179,108.751,1.2,1.13,1.1,3.7003,3.65,2.96,2.6278,2.5631,97.1,56.4,18.3,3,126.8674,42.8,24.5,52.2,947.78,5.5,8,52.3,53.4,46.6,73.55,131.82,224254,#N/A N/A,8596.23,1468.14,352.59,,7664.86,8438.39,19461,7112.24,3620.17,938.46,12889.1
2017/6/12,10109.96,5743,1266.18,717.3362,581.14,270.06,2658.98,109.95,1.268,1.338,24.5727,1.24167,0.9959,19.15,8.9,0.062,1.13,3.62,2.61,99.39,-0.607,-0.5783,36.07,30.171,116.33,85.537,108.974,1.2,1.13,1.1,3.6905,3.62,2.96,2.6213,2.5789,97.1,56.4,18.3,3,125.4809,42.8,24.5,52.2,947.39,5.5,8,52.3,53.4,46.6,72.75,130.59,225860,#N/A N/A,8413.96,1514.57,342.26,,7664.14,7983.95,19987,7158.84,3604.7,938.46,12907.2
2017/6/13,10128.15,5685.5,1266.55,721.6582,581.34,270.5,2658.98,110.07,1.254,1.189,24.9454,1.24556,0.9961,22.15,9.51,0.062,1.12,3.59,2.61,99.35,-0.607,-0.5783,-245.09,30.216,116.4,84.358,108.103,1.19,1.12,1.09,3.6663,3.59,2.91,2.6186,2.5601,97.1,56.4,18.3,3,126.0954,42.8,24.5,52.2,948.13,5.5,8,52.3,53.4,46.6,72.8,131.26,224886,#N/A N/A,8380.82,1501.88,297.19,,8425.93,7702.8,20904.5,7309.35,3743.01,938.46,13250.5
2017/6/14,10072.46,5668.5,1260.86,721.192,584.83,272.1,2633.96,109.58,1.261,1.217,24.9157,1.25033,1.0012,22.16,9.25,0.062,1.12,3.61,2.63,99.3,-0.607,-0.5783,-297.07,30.212,116.45,79.051,105.229,1.19,1.12,1.09,3.6766,3.61,2.88,2.6403,2.5763,97.1,56.4,18.3,3,125.8626,42.8,24.5,52.2,947.12,5.5,8,52.3,53.4,46.6,72.82,130.82,223245,#N/A N/A,8432.48,1486.25,261.36,,8439.32,7650.82,21433.7,7311.61,3912.98,938.46,13369.3
2017/6/15,10088.35,5636.25,1253.98,717.9568,583.84,273.63,2633.96,110.93,1.162,1.186,26.6294,1.26744,1.0011,22.16,9.22,0.062,1.12,3.62,2.63,99.36,-0.607,-0.5783,-290.78,30.242,116.04,80.825,102.242,1.19,1.12,1.08,3.6793,3.62,2.83,2.6392,2.5665,97.1,56.4,18.3,3,125.0899,42.8,24.5,52.2,944.73,5.5,8,52.3,53.4,46.6,71.86,130.4,220501,#N/A N/A,8433.12,1465.99,255.58,,8344.39,7657.11,21568.5,7307.1,3998.01,938.46,13444.8
2017/6/16,10156.73,5639,1253.73,717.7643,578.04,274.95,2633.96,110.88,1.367,1.205,27.2497,1.27356,1.0011,23.64,11.16,0.062,1.12,3.65,2.64,99.34,-0.5687,-0.5601,-190.41,30.37,116.62,83.393,103.02,1.19,1.12,1.07,3.7054,3.65,2.88,2.6536,2.5689,97.1,56.4,18.3,3,125.8551,42.8,24.5,52.2,949.6,5.5,8,52.3,53.4,46.6,71.96,131.25,219814,#N/A N/A,8317.06,1481.05,285.08,,8236.92,7757.47,21947.3,7305.59,3969.84,938.46,13604.8
2017/6/19,10250.6,5702.75,1243.84,723.5801,580.91,273.92,2633.96,111.53,1.268,1.295,27.9184,1.28022,1.001,22.62,11.84,0.062,1.11,3.6,2.63,99.32,-0.5687,-0.5601,-132.7,30.356,116.26,82.781,99.521,1.19,1.11,1.06,3.6737,3.6,2.85,2.6428,2.5565,97.1,56.4,18.3,3,126.9826,42.8,24.5,52.2,955.31,5.5,8,52.3,53.4,46.6,73.24,132.39,220243,#N/A N/A,8458.65,1477.2,287.19,,8210.27,7815.18,21312.7,7307.09,4026.47,938.46,13771.6
2017/6/20,10324.46,5630.5,1243.01,714.5154,578.73,274.06,2633.96,111.45,1.251,1.259,27.5829,1.28722,1.0114,22.1,12.25,0.062,1.12,3.68,2.68,99.36,-0.5687,-0.5601,-91.08,30.391,116.33,80.848,97.37,1.19,1.12,1.05,3.7447,3.68,2.84,2.7138,2.5916,97.1,56.4,18.3,3,126.3095,42.8,24.5,52.2,961.47,5.5,8,52.3,53.4,46.6,73.03,131.44,221906,#N/A N/A,8868.15,1441.08,272.59,,8164.56,7856.81,22098.3,7355.2,4028.84,938.46,13856.5
2017/6/21,10349.72,5717.5,1246.48,715.2782,576.46,272.3,2617.8,111.38,1.285,1.148,30.8645,1.28944,0.9808,28.16,13,0.062,1.12,3.75,2.71,99.36,-0.5687,-0.5601,11.47,30.444,116.32,81.117,95.258,1.19,1.12,1.06,3.7973,3.75,2.86,2.7341,2.6255,97.1,56.4,18.3,3,126.0859,42.8,24.5,52.2,958.26,5.5,8,52.3,53.4,46.6,73.31,131.16,220314,#N/A N/A,8727.1,1455.7,254.96,,8150.85,7959.36,22365,7333.41,4186.4,938.46,13984.3
2017/6/22,10399.06,5723.5,1250.51,713.99,572.66,271.12,2617.8,111.33,1.127,1.073,35.0446,1.29556,0.9451,27.71,13.23,0.062,1.12,3.78,2.73,99.35,-0.5687,-0.5601,95.29,30.438,116.24,80.35,95.639,1.19,1.12,1.05,3.8284,3.78,2.91,2.7359,2.6655,97.1,56.4,18.3,3,125.9676,42.8,24.5,52.2,957.46,5.5,8,52.3,53.4,46.6,73.28,131.17,225866,#N/A N/A,8884.9,1303.93,279.09,,8229.73,8043.18,22485.8,7923.37,4234.24,938.46,14016.4
2017/6/23,10377.7,5780.5,1256.71,713.3165,572.93,270.14,2617.8,111.28,1.339,0.98,34.3147,1.29328,0.9501,31.48,13.85,0.062,1.12,3.78,2.73,99.33,-0.5379,-0.5062,-16.91,30.388,116.53,79.772,95.726,1.19,1.12,1.05,3.8278,3.78,2.9,2.7196,2.7112,97.1,56.4,18.3,3,125.4542,42.8,24.5,52.2,958.59,5.5,8,52.3,53.4,46.6,73.48,130.85,218875,#N/A N/A,9066.75,1303.93,250.36,,8305.37,7930.98,22721.5,7923.37,4322.95,938.46,14053.1
2017/6/26,10513.96,5771.25,1244.72,715.3423,575.19,272.24,2617.8,111.86,1.291,1.252,34.4722,1.29483,0.9501,27.92,13.49,0.062,1.11,3.75,2.72,99.32,-0.5379,-0.5062,570.21,30.328,116.6,80.056,93.88,1.18,1.11,1.04,3.7938,3.75,2.84,2.7128,2.6948,97.1,56.4,18.3,3,126.0197,42.8,24.5,52.2,958.61,5.5,8,52.3,53.4,46.6,73.91,131.37,171495,#N/A N/A,9097.87,1303.93,230.53,,8305.37,8518.1,23161.8,7923.37,4320.63,938.46,14053.1
2017/6/27,10512.06,5838,1247.17,710.0245,570.08,268.83,2617.8,112.35,1.259,1.091,29.3859,1.29506,1.0012,24.63,13.61,0.062,1.1,3.69,2.69,99.35,-0.5379,-0.5062,579.58,30.344,116.39,83.19,94.013,1.17,1.1,1.03,3.7464,3.69,2.8,2.6718,2.6637,97.1,56.4,18.3,3,125.0654,42.8,24.5,52.2,962.6,5.5,8,52.3,53.4,46.6,73.65,130.38,93677,#N/A N/A,9169.84,1303.93,282.29,,8451.47,8527.47,23370.4,7923.37,4525.74,938.46,14168.7
2017/6/28,10390.55,5866.5,1249.27,717.0313,572.35,266.28,2621.97,112.3,1.268,1.159,29.5217,1.29639,1.0012,25.63,13.43,0.062,1.1,3.69,2.7,99.3,-0.5379,-0.5062,538.09,30.43,115.84,87.06,95.879,1.17,1.1,1.03,3.7613,3.69,2.86,2.6827,2.6856,97.1,56.4,18.3,3,125.0367,42.8,24.5,52.2,960.84,5.5,8,52.3,53.4,46.6,73.43,130.32,38267,#N/A N/A,8962.71,1303.93,310.94,,8395.2,8485.97,23270,7923.37,4650.39,938.46,14398.4
